% DataCenterMapID 	Latitude	Longitude	InfoType	MappedFlag	Area	Provider	Country code	Subcontinental Zone code	City ID	City name	City Latitude	City Longitude	Information URL
882	53.55067	10.047655	1	Yes	N/A	N/A	DE	EUW	2911287	Marienthal	53.56667	10.08333	http://www.datacentermap.com/ajax/map.asp?id=882a1
883	55.534683	9.474373	1	Yes	N/A	N/A	DK	EUW	2615876	Odense	55.39594	10.38831	http://www.datacentermap.com/ajax/map.asp?id=883a1
884	53.639767	10.016189	1	Yes	N/A	N/A	DE	EUW	2911293	Eimsbuettel	53.56667	9.98333	http://www.datacentermap.com/ajax/map.asp?id=884a1
885	51.06442	3.734306	1	Yes	N/A	N/A	BE	EUW	2797656	Gent	51.05	3.71667	http://www.datacentermap.com/ajax/map.asp?id=885a1
886	50.877407	4.504099	1	Yes	N/A	N/A	BE	EUW	2800866	Brussels	50.85045	4.34878	http://www.datacentermap.com/ajax/map.asp?id=886a1
887	52.452507	13.43128	1	Yes	N/A	N/A	DE	EUW	6545310	Berlin Mitte	52.52003	13.40489	http://www.datacentermap.com/ajax/map.asp?id=887a1
888	51.269627	4.376543	1	Yes	N/A	N/A	BE	EUW	2803138	Antwerpen	51.21989	4.40346	http://www.datacentermap.com/ajax/map.asp?id=888a1
889	52.401295	4.842175	1	Yes	N/A	N/A	NL	EUW	2759794	Amsterdam	52.37403	4.88969	http://www.datacentermap.com/ajax/map.asp?id=889a1
890	34.03564	-84.062546	1	Yes	N/A	N/A	US	NAN	4180439	Atlanta	33.749	-84.38798	http://www.datacentermap.com/ajax/map.asp?id=890a1
891	33.775597	-84.42039	1	Yes	N/A	N/A	US	NAN	4180439	Atlanta	33.749	-84.38798	http://www.datacentermap.com/ajax/map.asp?id=891a1
892	33.884987	-84.47356	0	Yes	N/A	N/A	US	NAN	4180439	Atlanta	33.749	-84.38798	http://www.datacentermap.com/ajax/map.asp?id=892a1
893	48.903843	2.257412	1	Yes	N/A	N/A	FR	EUW	3037044	Argenteuil	48.95	2.25	http://www.datacentermap.com/ajax/map.asp?id=893a1
894	44.838345	-0.582275	1	Yes	N/A	N/A	FR	EUW	3031582	Bordeaux	44.84044	-0.5805	http://www.datacentermap.com/ajax/map.asp?id=894a1
895	48.558014	7.792608	1	Yes	N/A	N/A	FR	EUW	2973783	Strasbourg	48.58342	7.74296	http://www.datacentermap.com/ajax/map.asp?id=895a1
897	43.3105	5.37317	1	Yes	N/A	N/A	FR	EUW	2995469	Marseille	43.29695	5.38107	http://www.datacentermap.com/ajax/map.asp?id=897a1
899	57.71572	12.925842	1	Yes	N/A	N/A	SE	EUW	2711537	Goeteborg	57.70716	11.96679	http://www.datacentermap.com/ajax/map.asp?id=899a1
900	-26.028387	28.111942	0	Yes	N/A	N/A	ZA	AFR	1105776	Midrand	-25.96361	28.13778	http://www.datacentermap.com/ajax/map.asp?id=900a1
902	39.289852	-94.67479	0	Yes	N/A	N/A	US	NAN	4273837	Kansas City	39.11417	-94.62746	http://www.datacentermap.com/ajax/map.asp?id=902a1
906	-27.655533	152.91212	1	Yes	N/A	N/A	AU	OCE	7281838	Logan City	-27.63917	153.10944	http://www.datacentermap.com/ajax/map.asp?id=906a1
907	55.70672	12.585809	0	Yes	N/A	N/A	DK	EUW	2618425	Copenhagen	55.67594	12.56553	http://www.datacentermap.com/ajax/map.asp?id=907a1
908	55.78548	12.523586	1	Yes	N/A	N/A	DK	EUW	2618425	Copenhagen	55.67594	12.56553	http://www.datacentermap.com/ajax/map.asp?id=908a1
909	39.897324	32.703487	0	Yes	N/A	N/A	TR	ASC	442301	Batikent	39.96833	32.73083	http://www.datacentermap.com/ajax/map.asp?id=909a1
914	32.792103	-96.81442	1	Yes	N/A	N/A	US	NAN	4684888	Dallas	32.78306	-96.80667	http://www.datacentermap.com/ajax/map.asp?id=914a1
915	29.943077	-95.42663	0	Yes	N/A	N/A	US	NAN	4699066	Houston	29.76328	-95.36327	http://www.datacentermap.com/ajax/map.asp?id=915a1
916	50.082718	14.533166	1	Yes	N/A	N/A	CZ	EUW	3067696	Prague	50.08804	14.42076	http://www.datacentermap.com/ajax/map.asp?id=916a1
917	52.35671	4.952863	1	Yes	N/A	N/A	NL	EUW	2759794	Amsterdam	52.37403	4.88969	http://www.datacentermap.com/ajax/map.asp?id=917a1
918	52.378048	5.226703	1	Yes	N/A	N/A	NL	EUW	2759879	Almere Stad	52.37025	5.21413	http://www.datacentermap.com/ajax/map.asp?id=918a1
919	50.06231	14.430517	1	Yes	N/A	N/A	CZ	EUW	3067696	Prague	50.08804	14.42076	http://www.datacentermap.com/ajax/map.asp?id=919a1
920	25.84866	-80.19535	1	Yes	N/A	N/A	US	NAN	4164138	Miami	25.77427	-80.19366	http://www.datacentermap.com/ajax/map.asp?id=920a1
922	50.10503	8.667004	1	Yes	N/A	N/A	DE	EUW	2925533	Frankfurt am Main	50.11667	8.68333	http://www.datacentermap.com/ajax/map.asp?id=922a1
923	35.966316	-83.921486	1	Yes	N/A	N/A	US	NAN	4634946	Knoxville	35.96064	-83.92074	http://www.datacentermap.com/ajax/map.asp?id=923a1
924	52.39544	4.871512	1	Yes	N/A	N/A	NL	EUW	2759794	Amsterdam	52.37403	4.88969	http://www.datacentermap.com/ajax/map.asp?id=924a1
925	33.75556	-84.3911	2	Yes	N/A	N/A	US	NAN	4180439	Atlanta	33.749	-84.38798	http://www.datacentermap.com/ajax/map.asp?id=925a1
926	40.70317	-74.01299	2	Yes	N/A	N/A	US	NAN	5128581	New York City	40.71427	-74.00597	http://www.datacentermap.com/ajax/map.asp?id=926a1
927	40.717945	-74.00893	2	Yes	N/A	N/A	US	NAN	5128581	New York City	40.71427	-74.00597	http://www.datacentermap.com/ajax/map.asp?id=927a1
928	47.491604	-122.2923	2	Yes	N/A	N/A	US	NAN	5809844	Seattle	47.60621	-122.33207	http://www.datacentermap.com/ajax/map.asp?id=928a1
929	34.051483	-118.265755	2	Yes	N/A	N/A	US	NAN	5368361	Los Angeles	34.05223	-118.24368	http://www.datacentermap.com/ajax/map.asp?id=929a1
930	34.04872	-118.255264	2	Yes	N/A	N/A	US	NAN	5368361	Los Angeles	34.05223	-118.24368	http://www.datacentermap.com/ajax/map.asp?id=930a1
931	49.284386	-123.11243	2	Yes	N/A	N/A	CA	NAN	6173331	Vancouver	49.24966	-123.11934	http://www.datacentermap.com/ajax/map.asp?id=931a1
932	40.451324	-80.003136	2	Yes	N/A	N/A	US	NAN	5206379	Pittsburgh	40.44062	-79.99589	http://www.datacentermap.com/ajax/map.asp?id=932a1
933	29.754175	-95.36582	2	Yes	N/A	N/A	US	NAN	4699066	Houston	29.76328	-95.36327	http://www.datacentermap.com/ajax/map.asp?id=933a1
934	39.10071	-94.58316	2	Yes	N/A	N/A	US	NAN	4393217	Kansas City	39.09973	-94.57857	http://www.datacentermap.com/ajax/map.asp?id=934a1
936	50.098534	8.632919	1	Yes	N/A	N/A	DE	EUW	2925533	Frankfurt am Main	50.11667	8.68333	http://www.datacentermap.com/ajax/map.asp?id=936a1
937	50.097095	8.630046	1	Yes	N/A	N/A	DE	EUW	2925533	Frankfurt am Main	50.11667	8.68333	http://www.datacentermap.com/ajax/map.asp?id=937a1
939	34.048283	-118.2545	2	Yes	N/A	N/A	US	NAN	5368361	Los Angeles	34.05223	-118.24368	http://www.datacentermap.com/ajax/map.asp?id=939a1
940	37.40232	-121.89282	1	Yes	N/A	N/A	US	NAN	5392171	San Jose	37.33939	-121.89496	http://www.datacentermap.com/ajax/map.asp?id=940a1
3782	45.547234	-122.89729	1	Yes	N/A	N/A	US	NAN	5746545	Portland	45.52345	-122.67621	http://www.datacentermap.com/ajax/map.asp?id=3782a1
941	40.73673	-74.17329	2	Yes	N/A	N/A	US	NAN	5101798	Newark	40.73566	-74.17237	http://www.datacentermap.com/ajax/map.asp?id=941a1
942	39.100792	-94.58315	2	Yes	N/A	N/A	US	NAN	4393217	Kansas City	39.09973	-94.57857	http://www.datacentermap.com/ajax/map.asp?id=942a1
943	25.796877	-80.37881	1	Yes	N/A	N/A	US	NAN	4158476	Hialeah	25.8576	-80.27811	http://www.datacentermap.com/ajax/map.asp?id=943a1
944	-18.902481	-48.263874	1	Yes	N/A	N/A	BR	SAE	3445831	Uberlandia	-18.91861	-48.27722	http://www.datacentermap.com/ajax/map.asp?id=944a1
945	42.35548	-71.06045	1	Yes	N/A	N/A	US	NAN	4930956	Boston	42.35843	-71.05977	http://www.datacentermap.com/ajax/map.asp?id=945a1
946	37.365597	-121.95815	1	Yes	N/A	N/A	US	NAN	5393015	Santa Clara	37.35411	-121.95524	http://www.datacentermap.com/ajax/map.asp?id=946a1
947	37.401436	-122.01342	1	Yes	N/A	N/A	US	NAN	5400075	Sunnyvale	37.36883	-122.03635	http://www.datacentermap.com/ajax/map.asp?id=947a1
948	47.614407	-122.33839	2	Yes	N/A	N/A	US	NAN	5809844	Seattle	47.60621	-122.33207	http://www.datacentermap.com/ajax/map.asp?id=948a1
949	40.70419	-74.011566	2	Yes	N/A	N/A	US	NAN	5128581	New York City	40.71427	-74.00597	http://www.datacentermap.com/ajax/map.asp?id=949a1
951	40.726585	-74.03337	1	Yes	N/A	N/A	US	NAN	5128581	New York City	40.71427	-74.00597	http://www.datacentermap.com/ajax/map.asp?id=951a1
953	48.14043	11.526391	1	Yes	N/A	N/A	DE	EUW	2867714	Muenchen	48.13743	11.57549	http://www.datacentermap.com/ajax/map.asp?id=953a1
954	40.785896	-74.06792	1	Yes	N/A	N/A	US	NAN	5099836	Jersey City	40.72816	-74.07764	http://www.datacentermap.com/ajax/map.asp?id=954a1
955	52.334454	4.922349	2	Yes	N/A	N/A	NL	EUW	2759794	Amsterdam	52.37403	4.88969	http://www.datacentermap.com/ajax/map.asp?id=955a1
956	30.212637	-97.69446	2	Yes	N/A	N/A	US	NAN	4671654	Austin	30.26715	-97.74306	http://www.datacentermap.com/ajax/map.asp?id=956a1
957	37.467915	-121.9279	2	Yes	N/A	N/A	US	NAN	5350734	Fremont	37.54827	-121.98857	http://www.datacentermap.com/ajax/map.asp?id=957a1
958	35.22183	-80.83676	2	Yes	N/A	N/A	US	NAN	4460243	Charlotte	35.22709	-80.84313	http://www.datacentermap.com/ajax/map.asp?id=958a1
959	41.872486	-87.629585	2	Yes	N/A	N/A	US	NAN	4887398	Chicago	41.85003	-87.65005	http://www.datacentermap.com/ajax/map.asp?id=959a1
960	37.397606	-121.97955	2	Yes	N/A	N/A	US	NAN	5393015	Santa Clara	37.35411	-121.95524	http://www.datacentermap.com/ajax/map.asp?id=960a1
961	37.39679	-121.97955	2	Yes	N/A	N/A	US	NAN	5393015	Santa Clara	37.35411	-121.95524	http://www.datacentermap.com/ajax/map.asp?id=961a1
962	39.003773	-77.48298	2	Yes	N/A	N/A	US	NAN	4744709	Arlington	38.88101	-77.10428	http://www.datacentermap.com/ajax/map.asp?id=962a1
963	39.003647	-77.4853	2	Yes	N/A	N/A	US	NAN	4744709	Arlington	38.88101	-77.10428	http://www.datacentermap.com/ajax/map.asp?id=963a1
964	33.743305	-84.58329	2	Yes	N/A	N/A	US	NAN	4180439	Atlanta	33.749	-84.38798	http://www.datacentermap.com/ajax/map.asp?id=964a1
965	25.776108	-80.19308	2	Yes	N/A	N/A	US	NAN	4164138	Miami	25.77427	-80.19366	http://www.datacentermap.com/ajax/map.asp?id=965a1
966	30.214922	-97.69311	2	Yes	N/A	N/A	US	NAN	4671654	Austin	30.26715	-97.74306	http://www.datacentermap.com/ajax/map.asp?id=966a1
